Production date,Plant,Work center,Material,Material Description,Production in PHCs,,
3/27/2024,3011,PRD-02,112-403,CC RPET 350ML 1X12 - PROMO,"41,542",,
3/27/2024,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"65,260",,
3/27/2024,3006,PRD-02,191-630,Fanta Orange BIB 10 Lt,111,,
3/27/2024,3006,PRD-02,291-730,SPRITE BIB 20 Lt_Import,36,,
3/27/2024,3011,PRD-02,309-700,SPRITE LEMON PET 350ML 1X12,"48,667",,
3/27/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"9,672",,
3/27/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"43,025",,
3/27/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"30,779",,
3/27/2024,3006,PRD-03,110-557,CC PET 2L 1X6,"2,127",,
3/27/2024,3005,PRD-03,112-403,CC RPET 350ML 1X12 - PROMO,"23,187",,
3/27/2024,3004,PRD-03,170-100,FANTA RED APPLE RB250ML 1X24,72,,
3/27/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"19,874",,
3/27/2024,3004,PRD-03,290-130,SPRITE RB250,150,,
3/27/2024,3005,PRD-04,101-404,CC RPET500ML 1X12 PROMO,95,,
3/27/2024,3005,PRD-04,303-501,SPR ZERO PET1.5L 1X6 NEW,"29,315",,
3/27/2024,3005,PRD-04,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"62,791",,
3/27/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"59,186",,
3/27/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"7,566",,
3/27/2024,3007,PRD-06,103-535,COCA-COLA 1.5L 6BPET  PROMO,"41,041",,
3/27/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"132,350",,
3/27/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"68,047",,
3/27/2024,3002,PRD-07,291-430,SPRITE PET500  1X12,"64,623",,
3/27/2024,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
3/27/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"99,814",,
3/27/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"56,420",,
3/28/2024,3011,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"153,647",,
3/28/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"75,218",,
3/28/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"14,443",,
3/28/2024,3003,PRD-01,306-800,SPRITE LEMON-MINT PET500MLX12,"3,541",,
3/28/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"6,942",,
3/28/2024,3003,PRD-01,733-528,CC ZERO SGR PET1.5L 1X6-KN,"20,735",,
3/28/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"14,196",,
3/28/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,52,,
3/28/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"52,312",,
3/28/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"95,056",,
3/28/2024,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"61,360",,
3/28/2024,3006,PRD-02,191-630,Fanta Orange BIB 10 Lt,92,,
3/28/2024,3011,PRD-02,294-300,SPRITE PET1L 1X6,"64,358",,
3/28/2024,3011,PRD-02,309-700,SPRITE LEMON PET 350ML 1X12,"1,045",,
3/28/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"15,912",,
3/28/2024,3006,PRD-03,101-404,CC RPET500ML 1X12 PROMO,"17,217",,
3/28/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"144,799",,
3/28/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"100,058",,
3/28/2024,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"5,431",,
3/28/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"105,391",,
3/28/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,437,,
3/28/2024,3003,PRD-05,190-106,FANTA ORAN.250ML UPGRADE CONV.,35,,
3/28/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"13,962",,
3/28/2024,3007,PRD-06,103-535,COCA-COLA 1.5L 6BPET  PROMO,"45,045",,
3/28/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"118,591",,
3/28/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"67,298",,
3/28/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"21,918",,
3/28/2024,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
3/28/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"98,241",,
3/28/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"47,151",,
3/29/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"3,822",,
3/29/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"31,174",,
3/29/2024,3011,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,174,,
3/29/2024,3011,PRD-01,110-557,CC PET 2L 1X6,100,,
3/29/2024,3006,PRD-01,170-100,FANTA RED APPLE RB250ML 1X24,"7,176",,
3/29/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"63,063",,
3/29/2024,3002,PRD-01,290-130,SPRITE RB250,"10,374",,
3/29/2024,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"34,463",,
3/29/2024,3011,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"73,992",,
3/29/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"8,299",,
3/29/2024,3003,PRD-01,733-528,CC ZERO SGR PET1.5L 1X6-KN,"28,705",,
3/29/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"12,402",,
3/29/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,78,,
3/29/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"91,208",,
3/29/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"93,600",,
3/29/2024,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"72,718",,
3/29/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"12,324",,
3/29/2024,3006,PRD-03,101-404,CC RPET500ML 1X12 PROMO,"15,168",,
3/29/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"137,155",,
3/29/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"86,206",,
3/29/2024,3005,PRD-03,112-403,CC RPET 350ML 1X12 - PROMO,49,,
3/29/2024,3006,PRD-03,291-430,SPRITE PET500  1X12,"22,422",,
3/29/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"140,426",,
3/29/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,121,,
3/29/2024,3003,PRD-05,290-170,SPRITE RB250ML 1X24 CONV.,"17,940",,
3/29/2024,3002,PRD-05,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"1,716",,
3/29/2024,3007,PRD-06,103-535,COCA-COLA 1.5L 6BPET  PROMO,"26,317",,
3/29/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"120,120",,
3/29/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"64,303",,
3/29/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"3,931",,
3/29/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"31,044",,
3/29/2024,3002,PRD-10,731-631,CC ZERO SGR POM10LT 1X1,403,,
3/29/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"97,812",,
3/29/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"41,077",,
3/30/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"12,168",,
3/30/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"148,720",,
3/30/2024,3006,PRD-01,170-100,FANTA RED APPLE RB250ML 1X24,"5,054",,
3/30/2024,3007,PRD-01,193-575,FANTA ORANGE PET1.5LT UPGRADE,"51,467",,
3/30/2024,3002,PRD-01,290-130,SPRITE RB250,"13,449",,
3/30/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"10,725",,
3/30/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"67,267",,
3/30/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"11,232",,
3/30/2024,3011,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,286,,
3/30/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"109,824",,
3/30/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"132,496",,
3/30/2024,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"91,491",,
3/30/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"17,004",,
3/30/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"137,810",,
3/30/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"92,102",,
3/30/2024,3006,PRD-03,291-430,SPRITE PET500  1X12,"9,975",,
3/30/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"14,144",,
3/30/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"94,237",,
3/30/2024,3002,PRD-05,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"62,777",,
3/30/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"61,589",,
3/30/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"86,861",,
3/30/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"33,319",,
3/30/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"51,761",,
3/30/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"15,106",,
3/30/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"97,812",,
3/30/2024,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"27,001",,
3/31/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"8,546",,
3/31/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"133,133",,
3/31/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"65,923",,
3/31/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"64,571",,
3/31/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,78,,
3/31/2024,3011,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"55,910",,
3/31/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"133,744",,
3/31/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"75,780",,
3/31/2024,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"23,132",,
3/31/2024,3002,PRD-02,306-800,SPRITE LEMON-MINT PET500MLX12,"51,550",,
3/31/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"108,508",,
3/31/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"95,378",,
3/31/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"10,483",,
3/31/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"1,687",,
3/31/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"79,127",,
3/31/2024,3002,PRD-05,306-500,SPRITE LEMON-MINT PET 1.5LTX6,69,,
3/31/2024,3003,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,170,,
3/31/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"75,148",,
3/31/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"115,047",,
3/31/2024,3007,PRD-06,294-300,SPRITE PET1L 1X6,"57,884",,
3/31/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"88,668",,
3/31/2024,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"62,868",,
4/1/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"5,226",,
4/1/2024,3004,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,72,,
4/1/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"11,575",,
4/1/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"10,056",,
4/1/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"23,806",,
4/1/2024,3011,PRD-02,101-404,CC RPET500ML 1X12 PROMO,601,,
4/1/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"36,342",,
4/1/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"28,496",,
4/1/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"6,031",,
4/1/2024,3003,PRD-03,110-557,CC PET 2L 1X6,749,,
4/1/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"35,381",,
4/1/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"7,332",,
4/1/2024,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"3,713",,
4/1/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"37,466",,
4/1/2024,3002,PRD-07,112-403,CC RPET 350ML 1X12 - PROMO,234,,
4/1/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"72,501",,
4/1/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"22,165",,
4/1/2024,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"20,956",,
4/2/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"23,166",,
4/2/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"49,358",,
4/2/2024,3011,PRD-01,110-557,CC PET 2L 1X6,"57,987",,
4/2/2024,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"7,566",,
4/2/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"75,218",,
4/2/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"48,485",,
4/2/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"12,870",,
4/2/2024,3002,PRD-02,101-404,CC RPET500ML 1X12 PROMO,"68,468",,
4/2/2024,3011,PRD-02,101-404,CC RPET500ML 1X12 PROMO,"83,265",,
4/2/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"125,112",,
4/2/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"92,976",,
4/2/2024,3011,PRD-02,308-400,SPRITE LEMON MINT PET1L 1X6,"1,529",,
4/2/2024,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"20,592",,
4/2/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"98,467",,
4/2/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"24,211",,
4/2/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"141,960",,
4/2/2024,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,"65,520",,
4/2/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"23,712",,
4/2/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"97,240",,
4/2/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"22,558",,
4/2/2024,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"36,910",,
4/2/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"97,526",,
4/2/2024,3002,PRD-07,731-404,CC ZERO SGR PET500ML 1X12-KN,"28,829",,
4/2/2024,3002,PRD-10,291-730,SPRITE BIB 20 Lt_Import,390,,
4/2/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"98,813",,
4/2/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"55,614",,
4/3/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"26,910",,
4/3/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"38,220",,
4/3/2024,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"7,515",,
4/3/2024,3003,PRD-01,194-375,FANTA ORANGE PET1LT UPGRADE,"6,552",,
4/3/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"71,214",,
4/3/2024,3003,PRD-01,294-300,SPRITE PET1L 1X6,"33,313",,
4/3/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"18,486",,
4/3/2024,3002,PRD-02,101-404,CC RPET500ML 1X12 PROMO,"123,523",,
4/3/2024,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,174,,
4/3/2024,3011,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"67,353",,
4/3/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"121,368",,
4/3/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"64,064",,
4/3/2024,3011,PRD-02,308-400,SPRITE LEMON MINT PET1L 1X6,"66,717",,
4/3/2024,3006,PRD-03,104-121,CC RPET2.25LT 1X6,"29,129",,
4/3/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"113,256",,
4/3/2024,3006,PRD-03,294-130,SPRITE PET 2.25L,"13,855",,
4/3/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,"79,498",,
4/3/2024,3004,PRD-03,306-900,SPRITE LEMON-MINT RB 250 1X24,"5,070",,
4/3/2024,3005,PRD-03,308-400,SPRITE LEMON MINT PET1L 1X6,"32,105",,
4/3/2024,3005,PRD-04,194-375,FANTA ORANGE PET1LT UPGRADE,"39,554",,
4/3/2024,3004,PRD-04,290-130,SPRITE RB250,"5,382",,
4/3/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"75,790",,
4/3/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"26,052",,
4/3/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"93,808",,
4/3/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"91,166",,
4/3/2024,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"42,757",,
4/3/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"51,682",,
4/3/2024,3003,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"44,187",,
4/3/2024,3002,PRD-07,309-500,SPRITE LMN-MINT PET350ML 1X12,"7,389",,
4/3/2024,3002,PRD-07,731-404,CC ZERO SGR PET500ML 1X12-KN,"24,389",,
4/3/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"97,383",,
4/3/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"58,838",,
4/4/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"30,108",,
4/4/2024,3007,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"32,747",,
4/4/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"158,340",,
4/4/2024,3011,PRD-01,110-557,CC PET 2L 1X6,"97,699",,
4/4/2024,3003,PRD-01,194-375,FANTA ORANGE PET1LT UPGRADE,"46,519",,
4/4/2024,3007,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"26,190",,
4/4/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"12,714",,
4/4/2024,3003,PRD-02,100-130,COCA-COLA RB 250 ML,"5,460",,
4/4/2024,3002,PRD-02,101-404,CC RPET500ML 1X12 PROMO,161,,
4/4/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"97,097",,
4/4/2024,3011,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"66,559",,
4/4/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"38,168",,
4/4/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"66,664",,
4/4/2024,3003,PRD-02,290-130,SPRITE RB250,"1,092",,
4/4/2024,3011,PRD-02,294-300,SPRITE PET1L 1X6,"80,053",,
4/4/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"57,658",,
4/4/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"97,250",,
4/4/2024,3004,PRD-03,306-900,SPRITE LEMON-MINT RB 250 1X24,"1,404",,
4/4/2024,3005,PRD-03,308-400,SPRITE LEMON MINT PET1L 1X6,"19,136",,
4/4/2024,3004,PRD-04,290-130,SPRITE RB250,"8,034",,
4/4/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"134,706",,
4/4/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"24,024",,
4/4/2024,3002,PRD-05,194-375,FANTA ORANGE PET1LT UPGRADE,"7,426",,
4/4/2024,3002,PRD-05,293-530,SPRITE LEMON PET 1.5L /6,"62,449",,
4/4/2024,3007,PRD-06,101-404,CC RPET500ML 1X12 PROMO,"31,231",,
4/4/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"75,161",,
4/4/2024,3003,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"29,315",,
4/4/2024,3003,PRD-06,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"42,520",,
4/4/2024,3002,PRD-07,112-403,CC RPET 350ML 1X12 - PROMO,"26,499",,
4/4/2024,3002,PRD-07,309-500,SPRITE LMN-MINT PET350ML 1X12,"28,028",,
4/4/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"7,020",,
4/4/2024,3002,PRD-10,191-630,Fanta Orange BIB 10 Lt,520,,
4/4/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"92,229",,
4/4/2024,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"22,689",,
4/5/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"27,300",,
4/5/2024,3007,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"69,069",,
4/5/2024,3003,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,437,,
4/5/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"141,742",,
4/5/2024,3003,PRD-01,194-375,FANTA ORANGE PET1LT UPGRADE,"51,128",,
4/5/2024,3002,PRD-01,290-130,SPRITE RB250,"10,608",,
4/5/2024,3011,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"141,228",,
4/5/2024,3002,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"7,020",,
4/5/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"70,785",,
4/5/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"73,736",,
4/5/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"103,480",,
4/5/2024,3011,PRD-02,112-403,CC RPET 350ML 1X12 - PROMO,255,,
4/5/2024,3003,PRD-02,290-130,SPRITE RB250,"14,430",,
4/5/2024,3011,PRD-02,291-430,SPRITE PET500  1X12,"46,075",,
4/5/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"127,327",,
4/5/2024,3006,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"31,231",,
4/5/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"96,876",,
4/5/2024,3004,PRD-03,306-900,SPRITE LEMON-MINT RB 250 1X24,"7,020",,
4/5/2024,3004,PRD-04,290-130,SPRITE RB250,"4,992",,
4/5/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,"133,276",,
4/5/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"25,272",,
4/5/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"13,759",,
4/5/2024,3002,PRD-05,194-375,FANTA ORANGE PET1LT UPGRADE,"56,099",,
4/5/2024,3007,PRD-06,101-404,CC RPET500ML 1X12 PROMO,"16,390",,
4/5/2024,3007,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"17,035",,
4/5/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"96,689",,
4/5/2024,3003,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"57,925",,
4/5/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"41,184",,
4/5/2024,3002,PRD-07,112-403,CC RPET 350ML 1X12 - PROMO,"59,114",,
4/5/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"23,634",,
4/5/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"95,381",,
4/5/2024,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"45,942",,
4/6/2024,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"28,158",,
4/6/2024,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"10,374",,
4/6/2024,3007,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"70,213",,
4/6/2024,3011,PRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"76,791",,
4/6/2024,3003,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"74,256",,
4/6/2024,3004,PRD-01,104-302,COCA-COLA 1.0L 6BPET PROMO,"62,462",,
4/6/2024,3002,PRD-01,290-130,SPRITE RB250,"25,896",,
4/6/2024,3004,PRD-01,294-300,SPRITE PET1L 1X6,"68,141",,
4/6/2024,3011,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"62,507",,
4/6/2024,3002,PRD-02,103-535,COCA-COLA 1.5L 6BPET  PROMO,"169,741",,
4/6/2024,3004,PRD-02,110-557,CC PET 2L 1X6,"120,952",,
4/6/2024,3005,PRD-02,110-557,CC PET 2L 1X6,"109,200",,
4/6/2024,3011,PRD-02,112-403,CC RPET 350ML 1X12 - PROMO,"81,518",,
4/6/2024,3003,PRD-02,290-130,SPRITE RB250,"17,472",,
4/6/2024,3011,PRD-02,309-700,SPRITE LEMON PET 350ML 1X12,"5,096",,
4/6/2024,3005,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"160,742",,
4/6/2024,3006,PRD-03,104-302,COCA-COLA 1.0L 6BPET PROMO,"59,238",,
4/6/2024,3003,PRD-03,110-557,CC PET 2L 1X6,"103,054",,
4/6/2024,3004,PRD-03,190-175,FANTA ORANGE RB250ML UPGRADE,"10,140",,
4/6/2024,3005,PRD-03,294-300,SPRITE PET1L 1X6,204,,
4/6/2024,3006,PRD-03,294-300,SPRITE PET1L 1X6,"23,150",,
4/6/2024,3005,PRD-04,103-535,COCA-COLA 1.5L 6BPET  PROMO,"148,148",,
4/6/2024,3004,PRD-04,290-130,SPRITE RB250,"2,730",,
4/6/2024,3005,PRD-04,293-530,SPRITE LEMON PET 1.5L /6,125,,
4/6/2024,3007,PRD-05,100-130,COCA-COLA RB 250 ML,"28,860",,
4/6/2024,3002,PRD-05,104-302,COCA-COLA 1.0L 6BPET PROMO,"112,476",,
4/6/2024,3007,PRD-06,104-302,COCA-COLA 1.0L 6BPET PROMO,"54,382",,
4/6/2024,3002,PRD-06,110-557,CC PET 2L 1X6,"99,403",,
4/6/2024,3003,PRD-06,293-530,SPRITE LEMON PET 1.5L /6,"94,666",,
4/6/2024,3002,PRD-07,112-403,CC RPET 350ML 1X12 - PROMO,"64,719",,
4/6/2024,3002,PRD-07,309-500,SPRITE LMN-MINT PET350ML 1X12,38,,
4/6/2024,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"28,626",,
4/6/2024,3012,TPRD-01,103-535,COCA-COLA 1.5L 6BPET  PROMO,"98,098",,
